Unnamed: 0.1,Unnamed: 0,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
2416,2416.0,32.0,management,single,tertiary,no,1731,yes,yes,unknown,29,may,323.0,3.0,-1,0.0,unknown,no
2726,2726.0,31.0,management,married,secondary,no,1368,yes,no,cellular,12,aug,129.0,4.0,-1,0.0,unknown,no
243,243.0,27.0,admin.,married,secondary,no,-247,yes,yes,unknown,4,jun,344.0,2.0,-1,0.0,unknown,no
1339,1339.0,40.0,technician,single,tertiary,no,226,no,no,cellular,15,jan,176.0,2.0,-1,0.0,unknown,no
3720,3720.0,51.0,management,married,secondary,no,3180,yes,no,cellular,9,jul,384.0,1.0,-1,0.0,unknown,no
3449,3449.0,28.0,unemployed,single,secondary,no,304,no,no,cellular,14,jun,516.0,1.0,-1,0.0,unknown,no
3114,3114.0,28.0,services,single,secondary,no,94,yes,no,cellular,16,apr,300.0,1.0,-1,0.0,unknown,no
1442,1442.0,73.0,retired,married,primary,no,1388,no,no,cellular,20,jul,146.0,3.0,190,3.0,success,no
261,261.0,32.0,technician,single,secondary,no,0,no,no,cellular,26,aug,181.0,2.0,-1,0.0,unknown,no
2285,2285.0,44.0,services,married,secondary,no,5780,yes,no,cellular,1,apr,525.0,2.0,-1,0.0,unknown,no
1689,1689.0,28.0,management,single,tertiary,no,3238,yes,no,unknown,19,may,7.0,1.0,-1,0.0,unknown,no
1725,1725.0,20.0,student,,secondary,no,1191,no,no,cellular,12,feb,,,-1,0.0,unknown,no
3328,3328.0,32.0,,single,tertiary,no,112,yes,no,,5,may,118.0,1.0,-1,,unknown,no
834,834.0,50.0,unemployed,married,secondary,no,1772,no,no,cellular,29,jul,206.0,4.0,-1,0.0,unknown,no
1866,1866.0,86.0,retired,married,secondary,no,1503,no,no,telephone,18,mar,165.0,3.0,101,1.0,other,no
2010,2010.0,31.0,management,single,tertiary,no,1494,no,no,cellular,13,aug,275.0,12.0,-1,0.0,unknown,no
340,340.0,41.0,management,married,tertiary,no,832,yes,yes,cellular,21,nov,164.0,1.0,176,1.0,failure,no
1601,1601.0,32.0,blue-collar,married,primary,no,329,yes,no,cellular,3,feb,321.0,1.0,-1,0.0,unknown,no
2856,,35.0,management,single,tertiary,no,2486,,no,cellular,25,may,,1.0,-1,0.0,unknown,no
4251,4251.0,33.0,management,single,tertiary,no,201,yes,no,cellular,19,nov,171.0,1.0,183,1.0,failure,no
480,480.0,37.0,management,single,unknown,no,715,yes,no,unknown,20,may,247.0,2.0,-1,0.0,unknown,no
3195,,33.0,services,married,primary,no,6904,,no,telephone,20,nov,,2.0,-1,0.0,unknown,no
4316,4316.0,49.0,blue-collar,married,unknown,no,51,yes,no,unknown,7,may,984.0,1.0,-1,0.0,unknown,no
2781,2781.0,,blue-collar,married,,,5314,yes,,cellular,5,may,200.0,3.0,-1,0.0,unknown,
3270,3270.0,35.0,blue-collar,married,secondary,no,262,no,no,cellular,2,jul,96.0,2.0,109,4.0,success,no
1766,,45.0,technician,married,secondary,no,1415,,no,cellular,24,jul,,1.0,-1,0.0,unknown,no
4008,4008.0,41.0,entrepreneur,divorced,,no,1588,yes,,unknown,20,jun,10.0,8.0,-1,0.0,unknown,
2369,2369.0,45.0,entrepreneur,married,secondary,no,68,yes,no,unknown,7,may,254.0,1.0,-1,0.0,unknown,no
3129,3129.0,42.0,blue-collar,divorced,unknown,no,0,no,no,cellular,7,jul,64.0,2.0,-1,0.0,unknown,no
3290,,49.0,retired,married,primary,no,1672,,no,cellular,17,jul,,3.0,-1,0.0,unknown,no
3022,3022.0,37.0,blue-collar,married,secondary,no,342,yes,no,cellular,12,may,340.0,2.0,175,1.0,failure,no
1271,1271.0,,blue-collar,married,,,673,yes,no,unknown,20,may,610.0,2.0,-1,0.0,unknown,no
2532,2532.0,48.0,unemployed,divorced,secondary,no,1266,yes,no,telephone,3,feb,45.0,1.0,-1,0.0,unknown,no
4049,4049.0,40.0,services,married,secondary,no,9374,yes,no,cellular,21,nov,7.0,8.0,185,1.0,failure,no
3020,3020.0,,services,single,,,64,no,no,cellular,21,jul,71.0,11.0,-1,0.0,unknown,no
347,347.0,55.0,management,married,primary,no,2587,no,no,cellular,4,sep,328.0,2.0,94,2.0,success,yes
3181,,33.0,blue-collar,married,secondary,no,331,,no,cellular,14,may,,7.0,365,5.0,other,no
4186,4186.0,52.0,technician,married,tertiary,no,0,no,no,cellular,9,aug,145.0,3.0,94,4.0,success,no
4156,4156.0,30.0,entrepreneur,single,secondary,no,638,no,no,cellular,14,jul,358.0,6.0,-1,0.0,unknown,no
1423,,51.0,admin.,divorced,secondary,no,467,,no,unknown,19,may,,1.0,-1,0.0,unknown,no
656,656.0,58.0,retired,divorced,primary,no,2538,yes,no,cellular,31,jul,307.0,6.0,-1,0.0,unknown,no
2102,2102.0,46.0,entrepreneur,married,tertiary,no,2262,no,no,telephone,14,jul,44.0,14.0,-1,0.0,unknown,no
632,632.0,52.0,blue-collar,married,secondary,no,289,yes,no,unknown,21,may,45.0,13.0,-1,0.0,unknown,no
3960,3960.0,34.0,technician,married,tertiary,no,1611,yes,no,cellular,11,may,490.0,2.0,-1,0.0,unknown,no
3011,3011.0,50.0,services,married,secondary,no,26394,no,no,cellular,25,aug,206.0,4.0,-1,0.0,unknown,no
2720,2720.0,46.0,management,divorced,secondary,no,-852,no,yes,cellular,29,aug,728.0,2.0,-1,0.0,unknown,no
3917,3917.0,36.0,technician,single,secondary,yes,12,no,no,cellular,12,aug,587.0,2.0,-1,0.0,unknown,yes
1465,1465.0,39.0,services,married,secondary,no,124,yes,no,cellular,31,jul,81.0,5.0,-1,0.0,unknown,no
2545,2545.0,43.0,management,single,secondary,no,-228,yes,yes,unknown,16,may,122.0,2.0,-1,0.0,unknown,no
115,115.0,25.0,technician,single,secondary,no,505,no,yes,cellular,17,nov,386.0,2.0,-1,0.0,unknown,yes
1821,1821.0,51.0,housemaid,married,unknown,no,21244,no,yes,cellular,4,aug,166.0,2.0,-1,0.0,unknown,no
1494,1494.0,27.0,services,single,secondary,no,-124,no,no,cellular,18,jul,217.0,1.0,-1,0.0,unknown,no
1232,1232.0,36.0,technician,single,secondary,no,1521,yes,no,unknown,16,jun,243.0,2.0,-1,0.0,unknown,no
2364,2364.0,34.0,blue-collar,married,secondary,no,393,yes,no,cellular,5,may,11.0,9.0,-1,0.0,unknown,no
1153,1153.0,,,divorced,,,369,yes,no,,22,aug,9.0,3.0,-1,,unknown,no
3224,3224.0,,management,married,,,-375,no,no,cellular,30,jul,814.0,2.0,-1,0.0,unknown,yes
57,57.0,33.0,self-employed,single,,no,2155,no,,cellular,17,nov,295.0,1.0,-1,0.0,unknown,
3649,3649.0,41.0,management,married,tertiary,no,771,yes,no,cellular,26,aug,106.0,8.0,-1,0.0,unknown,no
4469,4469.0,36.0,management,divorced,tertiary,no,0,no,no,cellular,28,aug,81.0,4.0,-1,0.0,unknown,no
1735,1735.0,35.0,blue-collar,married,secondary,no,407,yes,no,cellular,20,apr,12.0,6.0,-1,0.0,unknown,no
2196,2196.0,54.0,management,divorced,tertiary,no,26306,yes,no,cellular,11,feb,27.0,1.0,84,3.0,failure,no
4026,4026.0,32.0,self-employed,married,tertiary,no,3601,no,no,cellular,22,aug,171.0,15.0,-1,0.0,unknown,no
2596,2596.0,32.0,technician,married,secondary,no,4,no,no,cellular,4,feb,145.0,2.0,260,4.0,failure,no
4328,4328.0,49.0,admin.,married,secondary,no,3608,yes,no,unknown,13,nov,231.0,1.0,-1,0.0,unknown,yes
707,707.0,55.0,retired,married,primary,no,8894,no,no,unknown,11,jun,262.0,1.0,-1,0.0,unknown,no
1093,,30.0,management,single,tertiary,no,-218,,no,cellular,27,aug,,15.0,-1,0.0,unknown,no
3160,3160.0,27.0,management,married,tertiary,no,802,no,no,cellular,22,sep,569.0,1.0,-1,0.0,unknown,yes
1376,1376.0,28.0,management,single,tertiary,no,1466,yes,no,cellular,25,jul,40.0,1.0,-1,0.0,unknown,no
72,,31.0,management,single,tertiary,no,6248,,no,unknown,9,may,,2.0,-1,0.0,unknown,no
1922,1922.0,33.0,admin.,single,secondary,no,-300,yes,yes,cellular,25,jul,184.0,1.0,-1,0.0,unknown,no
3305,3305.0,40.0,blue-collar,single,secondary,no,3,no,no,cellular,19,nov,998.0,1.0,-1,0.0,unknown,yes
1764,1764.0,29.0,admin.,single,secondary,no,1992,no,no,cellular,8,jul,202.0,1.0,87,2.0,failure,no
743,743.0,,retired,married,,,3334,no,no,cellular,14,aug,632.0,4.0,-1,0.0,unknown,yes
2370,2370.0,37.0,technician,single,secondary,no,-242,yes,no,cellular,13,aug,1149.0,6.0,-1,0.0,unknown,yes
1005,1005.0,41.0,management,married,tertiary,no,10758,yes,no,cellular,1,jun,288.0,1.0,-1,0.0,unknown,no
1190,1190.0,54.0,retired,divorced,tertiary,no,0,no,no,unknown,13,may,618.0,1.0,-1,0.0,unknown,yes
1125,1125.0,38.0,blue-collar,divorced,secondary,no,2998,yes,no,unknown,11,jun,91.0,1.0,-1,0.0,unknown,no
1241,1241.0,22.0,student,single,unknown,no,549,no,no,cellular,2,sep,154.0,1.0,-1,0.0,unknown,no
2346,2346.0,36.0,entrepreneur,married,tertiary,no,1169,yes,no,unknown,6,may,168.0,2.0,-1,0.0,unknown,no
2829,2829.0,27.0,blue-collar,married,secondary,no,818,yes,no,unknown,3,jun,188.0,5.0,-1,0.0,unknown,no
998,998.0,40.0,services,married,secondary,no,-342,yes,no,unknown,26,may,754.0,1.0,-1,0.0,unknown,no
1577,1577.0,47.0,admin.,married,secondary,no,104,yes,yes,cellular,14,jul,77.0,2.0,-1,0.0,unknown,no
4334,4334.0,37.0,entrepreneur,single,secondary,no,20453,yes,no,telephone,4,may,115.0,1.0,-1,0.0,unknown,no
1826,1826.0,40.0,technician,married,secondary,no,1819,no,no,cellular,5,jun,398.0,2.0,-1,0.0,unknown,no
4136,4136.0,31.0,management,married,tertiary,no,430,yes,no,cellular,25,jul,137.0,16.0,-1,0.0,unknown,no
4510,4510.0,36.0,technician,divorced,secondary,no,566,yes,no,unknown,20,may,129.0,2.0,-1,0.0,unknown,no
2909,2909.0,39.0,admin.,married,secondary,no,406,no,no,cellular,30,jul,253.0,5.0,-1,0.0,unknown,no
440,440.0,37.0,admin.,divorced,tertiary,no,4303,yes,no,unknown,23,may,168.0,1.0,-1,0.0,unknown,no
1100,1100.0,59.0,management,married,tertiary,no,1831,no,no,cellular,17,feb,122.0,1.0,92,1.0,failure,no
2823,2823.0,37.0,technician,single,secondary,no,3665,no,no,cellular,12,aug,664.0,3.0,-1,0.0,unknown,yes
649,649.0,60.0,management,married,primary,no,252,yes,yes,cellular,13,apr,123.0,2.0,147,3.0,failure,no
1546,1546.0,53.0,blue-collar,married,secondary,no,0,no,no,telephone,31,jul,36.0,4.0,-1,0.0,unknown,no
4345,4345.0,34.0,technician,single,secondary,no,174,no,no,telephone,11,may,259.0,4.0,-1,0.0,unknown,no
2619,2619.0,49.0,services,married,secondary,no,823,no,no,cellular,8,aug,780.0,4.0,-1,0.0,unknown,yes
630,,30.0,management,single,tertiary,no,2,,yes,cellular,25,jul,,8.0,-1,0.0,unknown,yes
672,672.0,32.0,entrepreneur,married,unknown,no,73,yes,no,cellular,21,nov,158.0,1.0,135,1.0,failure,no
1249,,60.0,blue-collar,married,primary,no,493,,no,cellular,18,aug,,4.0,-1,0.0,unknown,yes
482,482.0,40.0,technician,married,secondary,no,694,yes,no,cellular,4,feb,97.0,4.0,196,5.0,failure,no
1584,1584.0,30.0,services,single,tertiary,no,3516,yes,no,unknown,29,may,447.0,4.0,-1,0.0,unknown,no
4189,4189.0,30.0,technician,single,tertiary,no,699,yes,no,cellular,11,aug,213.0,4.0,-1,0.0,unknown,no
2500,2500.0,38.0,student,single,tertiary,no,807,no,no,cellular,27,feb,74.0,2.0,-1,0.0,unknown,no
1462,1462.0,33.0,unknown,married,secondary,no,2727,no,no,cellular,6,aug,205.0,3.0,-1,0.0,unknown,no
4087,4087.0,57.0,admin.,married,secondary,no,2137,no,no,telephone,8,jul,132.0,7.0,-1,0.0,unknown,no
2977,2977.0,38.0,entrepreneur,married,tertiary,no,1514,no,yes,cellular,21,nov,160.0,3.0,120,3.0,failure,no
49,49.0,61.0,admin.,married,unknown,no,4629,yes,no,cellular,27,jan,181.0,1.0,92,1.0,success,yes
3651,3651.0,57.0,retired,married,,no,0,no,,cellular,12,aug,116.0,4.0,-1,0.0,unknown,
3062,3062.0,43.0,entrepreneur,married,tertiary,no,210,no,no,cellular,29,jul,646.0,2.0,-1,0.0,unknown,no
858,858.0,34.0,technician,single,tertiary,no,144,yes,yes,cellular,14,oct,104.0,1.0,85,19.0,failure,no
1072,1072.0,36.0,housemaid,married,secondary,no,419,yes,no,unknown,30,may,251.0,1.0,-1,0.0,unknown,no
719,719.0,39.0,blue-collar,married,secondary,no,1045,yes,yes,cellular,9,jul,290.0,13.0,-1,0.0,unknown,no
3600,3600.0,50.0,technician,married,secondary,no,0,no,no,cellular,7,jul,152.0,2.0,-1,0.0,unknown,no
1660,,52.0,services,married,secondary,no,108,,no,unknown,15,may,,12.0,-1,0.0,unknown,no
1656,1656.0,32.0,management,married,tertiary,no,71,yes,no,cellular,21,jul,221.0,8.0,-1,0.0,unknown,no
2899,2899.0,46.0,blue-collar,married,secondary,no,123,no,no,cellular,20,aug,381.0,3.0,-1,0.0,unknown,no
3547,3547.0,,blue-collar,single,,,35,yes,no,unknown,3,jun,435.0,3.0,-1,0.0,unknown,no
4497,4497.0,31.0,entrepreneur,single,tertiary,no,38,no,no,cellular,20,nov,185.0,2.0,-1,0.0,unknown,no
2722,2722.0,53.0,blue-collar,married,secondary,no,25,no,no,cellular,22,aug,528.0,2.0,-1,0.0,unknown,yes
4013,4013.0,39.0,technician,married,unknown,no,839,no,no,unknown,30,may,825.0,2.0,-1,0.0,unknown,no
4301,4301.0,49.0,blue-collar,married,primary,no,371,yes,no,cellular,31,jul,18.0,44.0,-1,0.0,unknown,no
4354,,31.0,technician,single,tertiary,no,1214,,no,cellular,3,feb,,1.0,-1,0.0,unknown,no
1385,1385.0,42.0,admin.,married,secondary,no,3165,yes,no,unknown,16,jun,298.0,4.0,-1,0.0,unknown,no
3722,3722.0,29.0,self-employed,married,secondary,no,-76,yes,no,unknown,27,may,305.0,2.0,-1,0.0,unknown,no
1399,1399.0,33.0,technician,single,tertiary,no,316,no,no,cellular,21,aug,126.0,3.0,-1,0.0,unknown,no
1195,1195.0,59.0,self-employed,married,tertiary,no,185,no,no,cellular,22,jun,177.0,5.0,138,1.0,failure,no
1408,1408.0,49.0,blue-collar,divorced,,no,39,yes,,cellular,13,may,27.0,5.0,-1,0.0,unknown,
3894,3894.0,38.0,management,single,tertiary,no,0,yes,no,cellular,17,nov,213.0,2.0,-1,0.0,unknown,no
1798,1798.0,38.0,technician,married,tertiary,no,45,no,no,cellular,22,jul,125.0,4.0,-1,0.0,unknown,no
1475,,57.0,management,married,tertiary,no,1172,,no,unknown,18,jun,,1.0,-1,0.0,unknown,no
2643,2643.0,56.0,retired,divorced,secondary,no,212,no,yes,telephone,17,jul,27.0,1.0,-1,0.0,unknown,no
35,35.0,42.0,admin.,divorced,secondary,no,1811,yes,no,unknown,14,may,150.0,1.0,-1,0.0,unknown,no
3083,3083.0,41.0,unemployed,married,primary,no,819,no,no,cellular,9,feb,244.0,3.0,-1,0.0,unknown,no
2345,2345.0,26.0,services,,secondary,no,512,yes,yes,cellular,30,jan,,,239,3.0,failure,no
4478,4478.0,43.0,management,married,tertiary,no,0,yes,no,cellular,17,nov,110.0,1.0,-1,0.0,unknown,no
2359,2359.0,36.0,services,single,secondary,no,417,yes,no,cellular,6,feb,15.0,10.0,207,3.0,failure,no
2206,2206.0,32.0,management,married,tertiary,no,138,no,no,cellular,20,aug,94.0,4.0,-1,0.0,unknown,no
3288,3288.0,59.0,unemployed,divorced,secondary,no,2921,no,no,telephone,3,feb,251.0,1.0,-1,0.0,unknown,no
1286,1286.0,32.0,management,single,tertiary,no,1218,yes,no,telephone,28,jan,70.0,2.0,-1,0.0,unknown,no
349,,47.0,self-employed,married,tertiary,no,2303,,no,cellular,6,may,,2.0,364,1.0,failure,no
3560,3560.0,31.0,blue-collar,married,secondary,no,1545,yes,yes,cellular,13,may,207.0,1.0,-1,0.0,unknown,no
2570,2570.0,,technician,married,,,0,no,no,unknown,13,may,44.0,1.0,-1,0.0,unknown,no
1681,,65.0,unknown,married,unknown,no,300,,no,cellular,12,jan,,1.0,-1,0.0,unknown,no
1443,1443.0,39.0,technician,single,secondary,no,102,yes,no,cellular,14,aug,272.0,2.0,-1,0.0,unknown,no
2668,2668.0,36.0,management,married,,no,428,no,,unknown,28,may,121.0,1.0,-1,0.0,unknown,
1671,1671.0,35.0,blue-collar,married,primary,no,624,yes,no,unknown,7,may,163.0,1.0,-1,0.0,unknown,no
2787,2787.0,53.0,management,divorced,secondary,no,112,no,yes,cellular,11,aug,246.0,3.0,-1,0.0,unknown,no
1179,1179.0,37.0,management,married,tertiary,no,5106,no,no,cellular,30,apr,244.0,1.0,-1,0.0,unknown,yes
3460,3460.0,24.0,services,married,secondary,yes,110,yes,no,unknown,23,may,27.0,1.0,-1,0.0,unknown,no
3945,3945.0,42.0,,married,tertiary,no,157,yes,yes,,7,may,650.0,1.0,-1,,unknown,no
2968,2968.0,46.0,,married,secondary,no,4855,yes,no,,10,aug,1529.0,1.0,397,,failure,no
1916,1916.0,51.0,entrepreneur,married,tertiary,no,3921,yes,no,cellular,5,may,168.0,1.0,-1,0.0,unknown,no
1357,,29.0,admin.,single,secondary,no,-194,,no,cellular,7,may,,1.0,-1,0.0,unknown,no
1825,1825.0,60.0,,married,primary,no,0,no,no,,23,jul,40.0,1.0,-1,,unknown,no
786,786.0,51.0,management,divorced,tertiary,no,0,no,no,cellular,13,aug,60.0,2.0,-1,0.0,unknown,no
469,469.0,36.0,blue-collar,single,primary,no,1313,yes,no,unknown,20,jun,8.0,10.0,-1,0.0,unknown,no
140,140.0,32.0,management,divorced,tertiary,no,948,no,no,cellular,12,aug,204.0,2.0,-1,0.0,unknown,no
788,788.0,43.0,technician,married,secondary,no,764,yes,no,cellular,14,jul,557.0,5.0,-1,0.0,unknown,no
323,323.0,38.0,management,married,tertiary,no,1199,no,no,cellular,4,aug,178.0,1.0,1,1.0,success,yes
3966,3966.0,41.0,technician,divorced,secondary,no,52,no,no,cellular,20,aug,261.0,2.0,-1,0.0,unknown,no
714,714.0,56.0,management,single,tertiary,no,15311,no,no,cellular,29,apr,157.0,6.0,-1,0.0,unknown,no
4032,4032.0,58.0,retired,married,secondary,no,14412,no,no,cellular,18,nov,297.0,1.0,-1,0.0,unknown,no
4356,4356.0,51.0,admin.,married,secondary,no,1415,yes,no,unknown,2,jun,151.0,3.0,-1,0.0,unknown,no
3908,3908.0,36.0,technician,married,tertiary,no,167,yes,no,cellular,28,jan,57.0,1.0,-1,0.0,unknown,no
4161,4161.0,39.0,self-employed,single,unknown,no,0,no,no,unknown,20,jun,13.0,11.0,-1,0.0,unknown,no
4175,4175.0,27.0,student,single,tertiary,no,-148,yes,no,cellular,11,sep,146.0,3.0,224,1.0,other,no
406,406.0,41.0,technician,married,tertiary,no,744,yes,no,unknown,14,may,125.0,1.0,-1,0.0,unknown,no
2764,2764.0,42.0,blue-collar,married,secondary,no,2157,yes,no,cellular,13,may,149.0,1.0,364,2.0,failure,no
1004,1004.0,24.0,blue-collar,married,secondary,no,204,yes,yes,cellular,17,apr,229.0,3.0,-1,0.0,unknown,no
890,890.0,40.0,blue-collar,married,primary,no,1206,no,yes,telephone,16,jul,201.0,5.0,-1,0.0,unknown,no
3533,,26.0,blue-collar,single,secondary,no,179,,no,cellular,30,jul,,3.0,-1,0.0,unknown,no
2390,2390.0,24.0,retired,single,secondary,no,366,no,yes,unknown,16,may,234.0,2.0,-1,0.0,unknown,no
3435,3435.0,48.0,technician,married,secondary,no,178,yes,no,unknown,17,jun,320.0,4.0,-1,0.0,unknown,no
3768,3768.0,47.0,management,single,tertiary,no,0,no,no,unknown,11,jun,58.0,3.0,-1,0.0,unknown,no
3126,3126.0,52.0,blue-collar,married,primary,no,2,no,no,unknown,9,jun,70.0,3.0,-1,0.0,unknown,no
303,303.0,35.0,blue-collar,married,secondary,no,1287,yes,no,cellular,14,jul,330.0,2.0,-1,0.0,unknown,no
4075,4075.0,40.0,technician,married,secondary,no,257,yes,no,unknown,16,may,731.0,4.0,-1,0.0,unknown,no
3074,3074.0,34.0,entrepreneur,married,tertiary,no,475,yes,yes,cellular,9,jul,1156.0,1.0,-1,0.0,unknown,no
664,664.0,46.0,blue-collar,single,secondary,no,324,yes,no,unknown,30,may,293.0,6.0,-1,0.0,unknown,no
1177,1177.0,28.0,self-employed,single,tertiary,no,4579,no,no,cellular,12,jan,409.0,2.0,-1,0.0,unknown,yes
1947,1947.0,47.0,unemployed,married,secondary,no,3188,yes,no,cellular,3,feb,426.0,3.0,-1,0.0,unknown,no
3771,3771.0,61.0,management,married,tertiary,no,997,no,no,cellular,10,mar,106.0,1.0,-1,0.0,unknown,yes
4139,4139.0,51.0,blue-collar,divorced,secondary,no,1069,yes,no,unknown,30,may,247.0,2.0,-1,0.0,unknown,no
2132,2132.0,26.0,admin.,married,secondary,no,0,no,no,unknown,27,may,755.0,1.0,-1,0.0,unknown,no
3682,3682.0,,management,divorced,,,497,no,no,cellular,13,may,66.0,1.0,363,22.0,failure,no
961,961.0,41.0,blue-collar,married,secondary,no,552,yes,no,cellular,12,may,463.0,1.0,-1,0.0,unknown,no
2009,2009.0,28.0,blue-collar,married,primary,no,702,yes,no,unknown,26,jun,318.0,2.0,-1,0.0,unknown,no
2149,2149.0,32.0,technician,single,tertiary,no,1059,yes,no,cellular,17,apr,115.0,1.0,-1,0.0,unknown,no
2732,2732.0,45.0,technician,married,primary,no,-322,no,no,unknown,9,jun,225.0,2.0,-1,0.0,unknown,no
2338,2338.0,29.0,unemployed,married,secondary,no,596,no,no,cellular,30,jan,510.0,2.0,-1,0.0,unknown,no
3186,3186.0,41.0,management,married,tertiary,no,4824,no,yes,cellular,18,jul,168.0,7.0,-1,0.0,unknown,no
304,304.0,56.0,management,married,unknown,no,353,no,yes,cellular,25,jul,171.0,2.0,-1,0.0,unknown,no
1440,,56.0,housemaid,divorced,primary,yes,1238,,no,unknown,5,jun,,1.0,-1,0.0,unknown,yes
1496,1496.0,44.0,unemployed,single,secondary,no,3945,no,no,cellular,28,jan,255.0,1.0,-1,0.0,unknown,no
916,916.0,36.0,blue-collar,married,,no,13,no,,unknown,3,jun,284.0,1.0,-1,0.0,unknown,
4150,4150.0,33.0,technician,married,,no,8023,no,,cellular,25,feb,196.0,1.0,87,4.0,failure,
3247,3247.0,50.0,blue-collar,,primary,no,1545,yes,no,cellular,20,nov,,,-1,0.0,unknown,no
1624,1624.0,58.0,technician,married,secondary,no,116,no,no,unknown,16,jun,580.0,3.0,-1,0.0,unknown,no
4128,4128.0,34.0,admin.,divorced,secondary,no,1268,yes,no,cellular,15,may,259.0,3.0,-1,0.0,unknown,no
821,821.0,31.0,management,single,tertiary,no,112,yes,no,cellular,2,feb,159.0,2.0,271,1.0,failure,no
2715,2715.0,32.0,management,single,tertiary,no,2629,no,no,cellular,28,aug,77.0,4.0,-1,0.0,unknown,no
1354,1354.0,,blue-collar,married,,,781,yes,no,cellular,15,may,74.0,2.0,-1,0.0,unknown,no
4042,4042.0,30.0,technician,single,tertiary,no,1185,yes,no,cellular,30,apr,284.0,1.0,339,1.0,failure,no
850,850.0,33.0,management,married,tertiary,no,148,no,no,unknown,20,may,717.0,1.0,-1,0.0,unknown,no
1000,1000.0,34.0,technician,married,secondary,no,209,yes,yes,cellular,8,apr,375.0,2.0,-1,0.0,unknown,no
18,18.0,25.0,blue-collar,single,primary,no,-221,yes,no,unknown,23,may,250.0,1.0,-1,0.0,unknown,no
1637,1637.0,43.0,blue-collar,married,primary,no,1211,yes,no,unknown,6,may,208.0,3.0,-1,0.0,unknown,no
1667,1667.0,33.0,blue-collar,married,secondary,no,-346,yes,yes,unknown,23,may,29.0,3.0,-1,0.0,unknown,no
493,493.0,46.0,admin.,married,secondary,no,22,no,no,cellular,26,aug,388.0,6.0,-1,0.0,unknown,yes
3386,,32.0,blue-collar,married,secondary,no,517,,no,unknown,5,may,,1.0,-1,0.0,unknown,no
4178,4178.0,48.0,blue-collar,married,secondary,no,865,yes,no,cellular,13,may,78.0,2.0,-1,0.0,unknown,no
687,687.0,35.0,,married,primary,no,-12,yes,no,,12,may,212.0,5.0,-1,,unknown,no
3061,3061.0,55.0,retired,married,secondary,no,168,no,no,cellular,19,aug,79.0,2.0,-1,0.0,unknown,no
1608,1608.0,35.0,blue-collar,married,primary,no,11,yes,no,unknown,13,may,326.0,4.0,-1,0.0,unknown,no
4125,4125.0,30.0,technician,married,secondary,no,-393,yes,yes,cellular,16,jul,435.0,1.0,-1,0.0,unknown,yes
2794,,44.0,blue-collar,married,secondary,no,1910,,no,unknown,5,jun,,1.0,-1,0.0,unknown,no
1009,1009.0,53.0,management,married,tertiary,no,4,no,no,unknown,20,jun,19.0,6.0,-1,0.0,unknown,no
2408,2408.0,46.0,blue-collar,married,secondary,no,0,yes,no,cellular,8,may,264.0,2.0,-1,0.0,unknown,no
1092,1092.0,47.0,technician,married,secondary,no,599,yes,no,cellular,13,aug,99.0,3.0,-1,0.0,unknown,no
1327,1327.0,33.0,blue-collar,divorced,primary,no,142,yes,no,telephone,11,may,41.0,2.0,300,5.0,failure,no
1677,1677.0,33.0,self-employed,married,tertiary,no,263,no,no,cellular,4,may,119.0,2.0,-1,0.0,unknown,no
1999,,36.0,blue-collar,married,secondary,no,-73,,yes,cellular,18,may,,8.0,-1,0.0,unknown,no
1310,1310.0,37.0,student,married,unknown,no,0,no,no,unknown,18,jun,115.0,1.0,-1,0.0,unknown,no
1987,1987.0,35.0,services,single,secondary,no,1063,yes,yes,cellular,16,apr,327.0,1.0,-1,0.0,unknown,no
3001,3001.0,43.0,management,married,secondary,no,-26,yes,no,unknown,16,may,343.0,1.0,-1,0.0,unknown,no
344,344.0,37.0,management,single,unknown,no,504,yes,no,cellular,16,apr,555.0,1.0,-1,0.0,unknown,no
3383,3383.0,37.0,blue-collar,married,secondary,no,103,yes,no,cellular,12,may,153.0,1.0,-1,0.0,unknown,no
986,,,management,divorced,,,1016,,no,unknown,9,jun,,5.0,-1,0.0,unknown,no
3158,3158.0,58.0,admin.,married,secondary,no,1142,no,no,telephone,4,feb,82.0,3.0,-1,0.0,unknown,no
3699,3699.0,50.0,blue-collar,married,secondary,no,253,yes,yes,cellular,5,may,475.0,2.0,-1,0.0,unknown,no
3277,3277.0,44.0,management,married,secondary,no,576,yes,no,unknown,8,may,128.0,3.0,-1,0.0,unknown,no
2542,2542.0,30.0,admin.,single,secondary,no,105,yes,no,cellular,21,nov,75.0,1.0,-1,0.0,unknown,no
1142,1142.0,60.0,management,divorced,tertiary,no,366,no,no,cellular,3,jun,593.0,1.0,-1,0.0,unknown,yes
2358,2358.0,51.0,blue-collar,married,primary,no,0,yes,no,cellular,10,jul,324.0,1.0,-1,0.0,unknown,no
1198,1198.0,,technician,divorced,,,320,no,no,cellular,9,jul,175.0,1.0,-1,0.0,unknown,no
85,85.0,,blue-collar,married,,,1466,yes,no,unknown,7,may,406.0,2.0,-1,0.0,unknown,no
1518,1518.0,32.0,technician,married,secondary,no,286,no,no,cellular,20,apr,60.0,1.0,343,4.0,failure,no
3442,3442.0,,unemployed,married,,,5462,no,no,unknown,6,jun,29.0,4.0,-1,0.0,unknown,no
